order_id,promised_delivery_date,actual_delivery_date,delivery_partner,delivery_status
ORD002948,2026-07-10,2026-07-17,BlueDart,Delivered
ORD002949,2026-03-31,2026-03-31,BlueDart,Delivered
ORD002950,2026-05-29,2026-06-01,BlueDart,Delivered
ORD002951,2026-05-06,,Xpressbees,In Transit/Lost
ORD002952,2025-07-24,2025-07-31,Xpressbees,Delivered
ORD002953,2025-05-20,2025-05-20,Ekart,Delivered
ORD002954,2026-09-12,2026-09-13,Ekart,Delivered
ORD002956,2026-02-12,2026-02-14,Xpressbees,Delivered
ORD002957,2025-10-06,2025-10-06,BlueDart,Delivered
ORD002958,2026-07-08,2026-07-08,Delhivery,Delivered
ORD002959,2026-03-20,2026-03-20,Xpressbees,Delivered
ORD002960,2026-06-20,2026-06-20,BlueDart,Delivered
ORD002961,2026-08-28,2026-08-28,Xpressbees,Delivered
ORD002962,2025-11-08,,Xpressbees,In Transit/Lost
ORD002963,2026-03-02,2026-03-02,Shadowfax,Delivered
ORD002964,2026-07-04,2026-07-07,Shadowfax,Delivered
ORD002965,2025-08-21,2025-08-21,Xpressbees,Delivered
ORD002966,2026-04-17,2026-04-18,Xpressbees,Delivered
ORD002968,2025-08-05,2025-08-05,Xpressbees,Delivered
ORD002969,2025-12-25,2025-12-27,Ekart,Delivered
ORD002970,2025-11-06,2025-11-06,Ekart,Delivered
ORD002971,2026-06-18,,BlueDart,In Transit/Lost
ORD002972,2026-09-07,2026-09-07,Xpressbees,Delivered
ORD002973,2025-05-08,,Shadowfax,In Transit/Lost
ORD002974,2025-05-18,2025-05-20,Shadowfax,Delivered
ORD002975,2026-06-04,2026-06-04,Ekart,Delivered
ORD002976,2025-08-04,2025-08-05,BlueDart,Delivered
ORD002977,2025-12-16,2025-12-16,BlueDart,Delivered
ORD002979,2026-03-18,,Xpressbees,In Transit/Lost
ORD002980,2025-05-21,2025-05-21,Xpressbees,Delivered
ORD002981,2026-05-20,,Xpressbees,In Transit/Lost
ORD002982,2026-04-11,2026-04-13,Xpressbees,Delivered
ORD002983,2026-01-22,2026-01-25,Shadowfax,Delivered
ORD002984,2026-06-19,,Ekart,In Transit/Lost
ORD002985,2025-10-12,2025-10-12,BlueDart,Delivered
ORD002986,2025-12-29,2025-12-29,Xpressbees,Delivered
ORD002987,2026-08-06,2026-08-06,BlueDart,Delivered
ORD002988,2025-10-18,2025-10-18,Ekart,Delivered
ORD002989,2026-02-10,2026-02-11,Ekart,Delivered
ORD002991,2026-05-27,2026-06-03,Xpressbees,Delivered
ORD002992,2026-08-21,2026-08-21,BlueDart,Delivered
ORD002993,2026-01-30,2026-01-30,Ekart,Delivered
ORD002994,2025-05-28,2025-05-28,Shadowfax,Delivered
ORD002995,2026-05-10,,Delhivery,In Transit/Lost
ORD002996,2025-10-06,2025-10-13,BlueDart,Delivered
ORD002997,2026-03-23,2026-03-23,Shadowfax,Delivered
ORD002998,2026-07-27,2026-07-27,Shadowfax,Delivered
ORD002999,2025-11-06,2025-11-07,Shadowfax,Delivered
ORD003000,2025-10-24,2025-10-25,BlueDart,Delivered
ORD003001,2026-04-29,2026-04-29,BlueDart,Delivered
ORD003002,2025-09-29,2025-10-01,BlueDart,Delivered
ORD003003,2026-05-25,2026-05-25,BlueDart,Delivered
ORD003004,2026-06-28,,BlueDart,In Transit/Lost
ORD003005,2026-01-29,2026-02-05,Xpressbees,Delivered
ORD003006,2026-01-01,2026-01-01,Ekart,Delivered
ORD003007,2026-08-12,2026-08-12,Shadowfax,Delivered
ORD003008,2026-06-06,,BlueDart,In Transit/Lost
ORD003009,2026-02-27,2026-02-27,Shadowfax,Delivered
ORD003010,2026-05-16,2026-05-16,Shadowfax,Delivered
ORD003011,2026-03-22,2026-03-22,BlueDart,Delivered
ORD003012,2025-04-07,,Shadowfax,In Transit/Lost
ORD003013,2026-01-25,2026-01-25,BlueDart,Delivered
ORD003014,2025-04-06,2025-04-06,BlueDart,Delivered
ORD003015,2026-08-15,2026-08-18,Xpressbees,Delivered
ORD003016,2025-05-18,2025-05-20,Shadowfax,Delivered
ORD003017,2026-08-05,2026-08-12,BlueDart,Delivered
ORD003018,2026-06-02,,Shadowfax,In Transit/Lost
ORD003019,2026-04-20,2026-04-20,Ekart,Delivered
ORD003020,2026-06-27,2026-06-27,Shadowfax,Delivered
ORD003021,2025-08-07,2025-08-07,Xpressbees,Delivered
ORD003022,2026-06-09,2026-06-09,Ekart,Delivered
ORD003023,2025-09-25,2025-09-25,BlueDart,Delivered
ORD003024,2026-08-31,,Xpressbees,In Transit/Lost
ORD003025,2025-08-07,2025-08-07,Shadowfax,Delivered
ORD003026,2025-11-20,2025-11-22,Shadowfax,Delivered
ORD003027,2025-04-20,2025-04-22,BlueDart,Delivered
ORD003028,2025-11-27,2025-11-27,Ekart,Delivered
ORD003029,2026-09-12,2026-09-12,BlueDart,Delivered
ORD003030,2025-08-14,2025-08-14,Xpressbees,Delivered
ORD003031,2026-05-27,2026-05-27,Shadowfax,Delivered
ORD003032,2025-07-16,2025-07-19,Ekart,Delivered
ORD003033,2026-05-13,2026-05-13,Shadowfax,Delivered
ORD003034,2026-01-15,2026-01-15,Shadowfax,Delivered
ORD003035,2025-09-13,,Ekart,In Transit/Lost
ORD003036,2025-10-25,2025-11-01,Ekart,Delivered
ORD003037,2025-09-27,2025-09-27,BlueDart,Delivered
ORD003039,2026-06-24,2026-06-26,Ekart,Delivered
ORD003040,2026-06-29,,Ekart,In Transit/Lost
ORD003041,2025-09-20,2025-09-27,Shadowfax,Delivered
ORD003042,2026-02-21,2026-02-21,Xpressbees,Delivered
ORD003043,2026-04-29,2026-04-29,BlueDart,Delivered
ORD003044,2026-06-20,,Delhivery,In Transit/Lost
ORD003046,2026-06-15,2026-06-22,Delhivery,Delivered
ORD003047,2025-05-16,2025-05-16,Xpressbees,Delivered
ORD003048,2026-04-18,,Xpressbees,In Transit/Lost
ORD003049,2026-03-06,,Shadowfax,In Transit/Lost
ORD003050,2025-09-10,2025-09-12,Shadowfax,Delivered
ORD003051,2025-12-17,2025-12-20,Ekart,Delivered
ORD003052,2025-07-01,2025-07-01,Shadowfax,Delivered
ORD003053,2025-10-18,2025-10-19,Delhivery,Delivered
ORD003055,2026-04-11,,BlueDart,In Transit/Lost
ORD003056,2025-09-28,,Delhivery,In Transit/Lost
ORD003057,2026-06-01,,Shadowfax,In Transit/Lost
ORD003058,2026-07-19,2026-07-26,Ekart,Delivered
ORD003059,2026-05-05,,BlueDart,In Transit/Lost
ORD003060,2026-08-24,2026-08-27,Ekart,Delivered
ORD003062,2025-05-25,2025-05-25,BlueDart,Delivered
ORD003063,2026-01-31,,Shadowfax,In Transit/Lost
ORD003064,2026-07-28,2026-07-28,Shadowfax,Delivered
ORD003065,2026-04-07,,Xpressbees,In Transit/Lost
ORD003066,2026-01-20,2026-01-20,Shadowfax,Delivered
ORD003067,2026-05-05,2026-05-05,Shadowfax,Delivered
ORD003068,2026-01-07,2026-01-07,Xpressbees,Delivered
ORD003069,2025-10-25,2025-10-27,Xpressbees,Delivered
ORD003070,2026-04-03,2026-04-03,Delhivery,Delivered
ORD003071,2025-07-09,2025-07-09,Delhivery,Delivered
ORD003072,2025-05-10,2025-05-10,Delhivery,Delivered
ORD003073,2026-02-11,2026-02-12,Shadowfax,Delivered
ORD003075,2025-10-28,2025-10-28,Shadowfax,Delivered
ORD003077,2026-04-16,2026-04-19,Shadowfax,Delivered
ORD003078,2026-01-07,2026-01-07,BlueDart,Delivered
ORD003079,2025-10-23,2025-10-25,Ekart,Delivered
ORD003080,2026-08-02,2026-08-02,Ekart,Delivered
ORD003081,2025-05-17,,Shadowfax,In Transit/Lost
ORD003082,2026-08-22,2026-08-24,BlueDart,Delivered
ORD003083,2026-06-08,2026-06-08,Shadowfax,Delivered
ORD003084,2026-07-17,2026-07-19,Xpressbees,Delivered
ORD003085,2025-08-30,,Delhivery,In Transit/Lost
ORD003087,2025-05-08,2025-05-08,BlueDart,Delivered
ORD003088,2026-09-16,2026-09-16,Delhivery,Delivered
ORD003090,2025-04-15,2025-04-18,Delhivery,Delivered
ORD003091,2026-01-14,2026-01-14,Shadowfax,Delivered
ORD003092,2026-03-21,2026-03-21,BlueDart,Delivered
ORD003093,2025-08-18,2025-08-18,Delhivery,Delivered
ORD003094,2025-12-17,2025-12-17,Ekart,Delivered
ORD003095,2026-06-17,,Ekart,In Transit/Lost
ORD003096,2026-09-04,2026-09-07,BlueDart,Delivered
ORD003098,2025-07-24,2025-07-24,Ekart,Delivered
ORD003099,2026-03-10,2026-03-10,Ekart,Delivered
ORD003100,2025-07-17,2025-07-24,Shadowfax,Delivered
ORD003101,2025-03-31,2025-04-01,Xpressbees,Delivered
ORD003102,2025-08-03,,BlueDart,In Transit/Lost
ORD003103,2025-04-06,,Shadowfax,In Transit/Lost
ORD003104,2026-02-16,2026-02-23,Ekart,Delivered
ORD003106,2025-11-02,,Shadowfax,In Transit/Lost
ORD003107,2026-01-14,2026-01-16,BlueDart,Delivered
ORD003108,2026-01-23,2026-01-24,Shadowfax,Delivered
ORD003110,2026-06-26,2026-06-28,Delhivery,Delivered
ORD003111,2026-01-30,2026-01-30,Ekart,Delivered
ORD003112,2026-02-27,2026-02-27,Ekart,Delivered
ORD003113,2026-07-16,2026-07-16,BlueDart,Delivered
ORD003115,2026-04-30,2026-04-30,Shadowfax,Delivered
ORD003116,2026-04-08,2026-04-08,BlueDart,Delivered
ORD003117,2026-09-05,2026-09-05,Shadowfax,Delivered
ORD003120,2025-10-08,,BlueDart,In Transit/Lost
ORD003121,2026-07-22,,BlueDart,In Transit/Lost
ORD003122,2026-08-10,2026-08-17,BlueDart,Delivered
ORD003123,2025-09-12,,Delhivery,In Transit/Lost
ORD003124,2025-10-02,2025-10-02,BlueDart,Delivered
ORD003125,2026-08-23,2026-08-23,BlueDart,Delivered
ORD003126,2025-06-05,2025-06-05,Shadowfax,Delivered
ORD003127,2026-07-03,2026-07-03,Ekart,Delivered
ORD003128,2026-09-06,2026-09-06,Shadowfax,Delivered
ORD003129,2025-08-05,2025-08-12,BlueDart,Delivered
ORD003130,2026-01-07,2026-01-07,Delhivery,Delivered
ORD003131,2025-05-31,2025-06-03,Shadowfax,Delivered
ORD003132,2026-09-05,2026-09-05,Delhivery,Delivered
ORD003133,2026-05-23,,Ekart,In Transit/Lost
ORD003134,2025-12-22,,Shadowfax,In Transit/Lost
ORD003135,2025-12-04,2025-12-04,Delhivery,Delivered
ORD003136,2025-09-10,2025-09-10,Shadowfax,Delivered
ORD003137,2026-06-03,2026-06-03,Delhivery,Delivered
ORD003138,2026-02-12,2026-02-15,Ekart,Delivered
ORD003140,2026-04-17,,Xpressbees,In Transit/Lost
ORD003141,2026-03-09,2026-03-09,Ekart,Delivered
ORD003142,2026-01-18,,Xpressbees,In Transit/Lost
ORD003143,2026-09-06,2026-09-06,Xpressbees,Delivered
ORD003144,2025-12-02,2025-12-02,Ekart,Delivered
ORD003145,2026-01-27,2026-01-27,Ekart,Delivered
ORD003146,2025-04-21,2025-04-21,Delhivery,Delivered
ORD003147,2026-02-23,2026-02-23,Ekart,Delivered
ORD003148,2025-12-18,2025-12-19,Xpressbees,Delivered
ORD003149,2025-11-13,,Shadowfax,In Transit/Lost
ORD003150,2026-08-20,2026-08-20,Shadowfax,Delivered
ORD003151,2025-06-23,2025-06-24,BlueDart,Delivered
ORD003152,2026-01-19,2026-01-20,BlueDart,Delivered
ORD003153,2026-01-18,2026-01-19,Xpressbees,Delivered
ORD003154,2025-04-23,,Delhivery,In Transit/Lost
ORD003155,2025-09-27,2025-09-27,BlueDart,Delivered
ORD003156,2026-07-06,,Shadowfax,In Transit/Lost
ORD003157,2025-06-11,2025-06-11,BlueDart,Delivered
ORD003159,2025-04-27,2025-04-27,Shadowfax,Delivered
ORD003160,2026-04-18,,Ekart,In Transit/Lost
ORD003161,2026-01-26,2026-01-27,Ekart,Delivered
ORD003162,2026-08-17,2026-08-17,Ekart,Delivered
ORD003163,2026-04-22,2026-04-22,Ekart,Delivered
ORD003164,2026-04-15,,BlueDart,In Transit/Lost
ORD003165,2025-12-16,2025-12-16,Delhivery,Delivered
ORD003166,2026-04-10,2026-04-10,Xpressbees,Delivered
ORD003167,2026-08-14,2026-08-14,BlueDart,Delivered
ORD003168,2026-09-08,2026-09-08,Delhivery,Delivered
ORD003169,2025-07-17,2025-07-18,Ekart,Delivered
ORD003170,2025-11-22,,BlueDart,In Transit/Lost
ORD003171,2026-01-09,,Shadowfax,In Transit/Lost
ORD003172,2026-03-25,2026-03-25,Delhivery,Delivered
ORD003173,2025-09-17,2025-09-24,Delhivery,Delivered
ORD003174,2026-01-27,2026-01-27,Xpressbees,Delivered
ORD003176,2026-08-17,2026-08-18,Ekart,Delivered
ORD003177,2025-06-10,2025-06-10,Ekart,Delivered
ORD003178,2026-01-09,2026-01-09,Xpressbees,Delivered
ORD003179,2026-03-25,,Delhivery,In Transit/Lost
ORD003180,2025-09-11,2025-09-12,Delhivery,Delivered
ORD003181,2025-03-28,2025-03-31,Xpressbees,Delivered
ORD003182,2026-02-18,2026-02-21,Delhivery,Delivered
ORD003183,2026-04-11,2026-04-11,Xpressbees,Delivered
ORD003184,2025-10-02,2025-10-02,Delhivery,Delivered
ORD003185,2025-05-28,2025-05-28,Ekart,Delivered
ORD003186,2026-09-03,2026-09-03,Delhivery,Delivered
ORD003187,2026-02-19,2026-02-20,Ekart,Delivered
ORD003188,2026-01-05,2026-01-05,Xpressbees,Delivered
ORD003189,2026-04-22,2026-04-22,Xpressbees,Delivered
ORD003190,2026-04-23,2026-04-24,Delhivery,Delivered
ORD003191,2025-08-04,2025-08-04,Shadowfax,Delivered
ORD003192,2026-02-10,2026-02-10,Shadowfax,Delivered
ORD003193,2026-05-07,2026-05-10,BlueDart,Delivered
ORD003194,2025-06-27,2025-06-30,Xpressbees,Delivered
ORD003195,2025-06-28,2025-06-30,Xpressbees,Delivered
ORD003196,2026-03-10,2026-03-10,Delhivery,Delivered
ORD003197,2025-12-15,2025-12-15,Ekart,Delivered
ORD003198,2025-05-26,2025-05-27,Shadowfax,Delivered
ORD003199,2025-05-10,2025-05-13,BlueDart,Delivered
ORD003200,2026-08-15,2026-08-15,Xpressbees,Delivered
ORD003201,2026-01-27,2026-01-29,Xpressbees,Delivered
ORD003202,2026-08-18,2026-08-18,BlueDart,Delivered
ORD003204,2025-11-01,2025-11-02,Ekart,Delivered
ORD003205,2026-04-04,2026-04-04,Delhivery,Delivered
ORD003206,2025-06-07,2025-06-08,BlueDart,Delivered
ORD003207,2025-09-26,2025-09-26,BlueDart,Delivered
ORD003208,2025-05-16,2025-05-18,Ekart,Delivered
ORD003210,2026-04-10,2026-04-11,Ekart,Delivered
ORD003211,2026-07-11,2026-07-18,BlueDart,Delivered
ORD003212,2025-12-19,2025-12-22,Ekart,Delivered
ORD003213,2025-07-03,2025-07-03,Xpressbees,Delivered
ORD003214,2025-10-25,2025-10-27,Shadowfax,Delivered
ORD003215,2025-07-26,2025-07-26,Delhivery,Delivered
ORD003217,2026-03-01,2026-03-01,BlueDart,Delivered
ORD003218,2025-09-22,2025-09-25,Delhivery,Delivered
ORD003219,2026-05-02,,BlueDart,In Transit/Lost
ORD003220,2026-01-02,2026-01-02,Delhivery,Delivered
ORD003221,2025-04-04,,BlueDart,In Transit/Lost
ORD003222,2026-02-16,2026-02-16,Shadowfax,Delivered
ORD003223,2026-09-05,2026-09-05,BlueDart,Delivered
ORD003224,2025-04-25,2025-04-28,Shadowfax,Delivered
ORD003225,2025-10-11,2025-10-11,Shadowfax,Delivered
ORD003226,2025-06-23,,Shadowfax,In Transit/Lost
ORD003227,2026-08-26,2026-08-26,Xpressbees,Delivered
ORD003229,2025-03-27,2025-03-30,Shadowfax,Delivered
ORD003230,2025-10-18,2025-10-19,Xpressbees,Delivered
ORD003231,2025-04-08,2025-04-08,Shadowfax,Delivered
ORD003232,2026-07-26,2026-08-02,BlueDart,Delivered
ORD003233,2026-01-24,2026-01-24,Xpressbees,Delivered
ORD003234,2026-06-30,2026-06-30,Delhivery,Delivered
ORD003235,2026-08-22,2026-08-22,BlueDart,Delivered
ORD003236,2025-07-05,2025-07-05,Ekart,Delivered
ORD003237,2026-02-22,2026-02-22,Shadowfax,Delivered
ORD003238,2025-06-30,2025-07-03,Ekart,Delivered
ORD003239,2025-07-21,2025-07-21,BlueDart,Delivered
ORD003240,2025-09-28,,Shadowfax,In Transit/Lost
ORD003241,2026-07-07,2026-07-07,Ekart,Delivered
ORD003242,2026-07-29,,Ekart,In Transit/Lost
ORD003243,2026-02-10,2026-02-17,Delhivery,Delivered
ORD003244,2026-01-28,2026-01-28,Ekart,Delivered
ORD003245,2026-07-20,2026-07-20,Xpressbees,Delivered
ORD003246,2026-04-09,2026-04-16,Delhivery,Delivered
ORD003247,2026-07-13,2026-07-13,Delhivery,Delivered
ORD003248,2025-06-26,2025-06-26,Delhivery,Delivered
ORD003249,2025-06-11,2025-06-13,BlueDart,Delivered
ORD003250,2026-06-09,2026-06-12,BlueDart,Delivered
ORD003251,2025-04-10,2025-04-17,Delhivery,Delivered
ORD003252,2025-04-15,2025-04-16,BlueDart,Delivered
ORD003253,2026-01-08,,Delhivery,In Transit/Lost
ORD003254,2026-08-24,,Xpressbees,In Transit/Lost
ORD003255,2026-08-13,2026-08-14,BlueDart,Delivered
ORD003256,2026-06-01,2026-06-01,Xpressbees,Delivered
ORD003257,2025-09-07,2025-09-07,Ekart,Delivered
ORD003258,2025-08-27,2025-08-30,Shadowfax,Delivered
ORD003259,2025-09-30,2025-09-30,Delhivery,Delivered
ORD003260,2025-06-28,2025-06-29,Shadowfax,Delivered
ORD003261,2025-12-27,2025-12-27,Ekart,Delivered
ORD003262,2026-07-23,2026-07-23,Xpressbees,Delivered
ORD003263,2025-12-17,2025-12-17,Xpressbees,Delivered
ORD003265,2026-09-12,2026-09-12,Shadowfax,Delivered
ORD003266,2026-08-02,,Ekart,In Transit/Lost
ORD003267,2026-08-14,2026-08-14,BlueDart,Delivered
ORD003268,2026-08-07,2026-08-09,Ekart,Delivered
ORD003269,2026-01-14,2026-01-14,Shadowfax,Delivered
ORD003270,2025-10-21,2025-10-21,Xpressbees,Delivered
ORD003271,2025-11-19,,Ekart,In Transit/Lost
ORD003272,2025-05-27,,Shadowfax,In Transit/Lost
ORD003275,2025-10-07,2025-10-07,Shadowfax,Delivered
ORD003276,2025-08-02,,Shadowfax,In Transit/Lost
ORD003277,2026-06-09,2026-06-09,Xpressbees,Delivered
ORD003278,2025-07-05,,Shadowfax,In Transit/Lost
ORD003279,2025-10-28,,Shadowfax,In Transit/Lost
ORD003280,2025-10-02,2025-10-05,Ekart,Delivered
ORD003281,2026-08-02,2026-08-02,BlueDart,Delivered
ORD003282,2026-08-02,2026-08-03,Delhivery,Delivered
ORD003283,2026-06-04,2026-06-04,Delhivery,Delivered
ORD003284,2026-07-30,2026-08-02,Xpressbees,Delivered
ORD003285,2026-04-10,,BlueDart,In Transit/Lost
ORD003286,2026-06-21,2026-06-21,Xpressbees,Delivered
ORD003287,2025-05-15,2025-05-15,Shadowfax,Delivered
ORD003289,2026-03-19,2026-03-19,Xpressbees,Delivered
ORD003291,2026-01-03,2026-01-05,Ekart,Delivered
ORD003292,2026-01-28,2026-01-28,Delhivery,Delivered
ORD003293,2026-01-04,2026-01-06,Ekart,Delivered
ORD003295,2026-01-12,2026-01-12,Xpressbees,Delivered
ORD003296,2025-07-10,,Ekart,In Transit/Lost
ORD003297,2025-09-13,2025-09-15,Ekart,Delivered
ORD003298,2025-11-21,2025-11-21,Delhivery,Delivered
ORD003299,2025-07-08,,BlueDart,In Transit/Lost
ORD003300,2026-08-17,2026-08-17,Shadowfax,Delivered
ORD003301,2025-11-10,2025-11-10,Shadowfax,Delivered
ORD003302,2025-11-13,,Ekart,In Transit/Lost
ORD003303,2025-05-07,2025-05-07,Delhivery,Delivered
ORD003304,2025-04-06,2025-04-07,BlueDart,Delivered
ORD003305,2025-05-18,2025-05-18,Shadowfax,Delivered
ORD003306,2026-01-23,2026-01-23,Delhivery,Delivered
ORD003307,2026-02-15,2026-02-16,Delhivery,Delivered
ORD003308,2025-09-04,2025-09-04,Ekart,Delivered
ORD003309,2026-09-09,2026-09-09,Delhivery,Delivered
ORD003310,2026-05-15,2026-05-15,BlueDart,Delivered
ORD003311,2026-05-15,2026-05-15,BlueDart,Delivered
ORD003312,2026-04-07,2026-04-10,Ekart,Delivered
ORD003313,2026-01-01,2026-01-04,Xpressbees,Delivered
ORD003314,2025-04-16,2025-04-16,Ekart,Delivered
ORD003315,2026-08-17,2026-08-18,BlueDart,Delivered
ORD003317,2026-02-05,2026-02-05,Xpressbees,Delivered
ORD003318,2026-07-22,2026-07-25,Delhivery,Delivered
ORD003319,2026-01-10,2026-01-10,Ekart,Delivered
ORD003320,2026-03-05,2026-03-05,Shadowfax,Delivered
ORD003322,2026-01-08,2026-01-08,BlueDart,Delivered
ORD003323,2025-04-20,,Xpressbees,In Transit/Lost
ORD003324,2025-09-03,2025-09-03,Shadowfax,Delivered
ORD003325,2025-07-02,2025-07-02,Xpressbees,Delivered
ORD003326,2026-08-28,2026-08-28,BlueDart,Delivered
ORD003327,2025-04-20,2025-04-21,BlueDart,Delivered
ORD003328,2026-06-11,2026-06-12,Shadowfax,Delivered
ORD003329,2026-07-07,2026-07-08,Ekart,Delivered
ORD003330,2026-04-25,2026-04-28,Shadowfax,Delivered
ORD003331,2025-12-30,2025-12-30,BlueDart,Delivered
ORD003332,2025-06-28,2025-06-28,Ekart,Delivered
ORD003334,2026-04-05,2026-04-05,Delhivery,Delivered
ORD003335,2026-07-30,,BlueDart,In Transit/Lost
ORD003336,2025-05-18,,Shadowfax,In Transit/Lost
ORD003337,2026-08-20,2026-08-20,Xpressbees,Delivered
ORD003338,2026-07-17,2026-07-17,Delhivery,Delivered
ORD003339,2026-04-13,2026-04-13,Delhivery,Delivered
ORD003340,2025-05-02,2025-05-09,Xpressbees,Delivered
ORD003341,2025-07-13,2025-07-13,Delhivery,Delivered
ORD003342,2025-07-13,2025-07-20,Delhivery,Delivered
ORD003343,2026-03-05,2026-03-05,BlueDart,Delivered
ORD003344,2025-04-02,2025-04-09,Ekart,Delivered
ORD003345,2026-08-03,2026-08-03,BlueDart,Delivered
ORD003346,2025-07-12,,Delhivery,In Transit/Lost
ORD003347,2026-03-30,2026-04-06,Ekart,Delivered
ORD003348,2026-08-04,2026-08-04,Xpressbees,Delivered
ORD003350,2025-08-01,2025-08-01,Xpressbees,Delivered
ORD003351,2026-06-08,2026-06-08,Ekart,Delivered
ORD003352,2026-06-17,2026-06-20,Ekart,Delivered
ORD003353,2026-09-05,2026-09-07,BlueDart,Delivered
ORD003354,2026-09-08,2026-09-08,BlueDart,Delivered
ORD003355,2026-06-13,2026-06-16,Ekart,Delivered
ORD003356,2025-10-11,2025-10-13,Shadowfax,Delivered
ORD003357,2026-06-21,2026-06-23,Ekart,Delivered
ORD003358,2025-04-19,2025-04-19,Ekart,Delivered
ORD003359,2025-06-08,2025-06-15,BlueDart,Delivered
ORD003360,2025-08-02,2025-08-03,Xpressbees,Delivered
ORD003361,2026-03-21,2026-03-21,Delhivery,Delivered
ORD003362,2026-07-13,2026-07-13,Delhivery,Delivered
ORD003363,2025-11-08,2025-11-08,Ekart,Delivered
ORD003364,2026-01-28,2026-01-28,Xpressbees,Delivered
ORD003365,2026-07-04,2026-07-04,BlueDart,Delivered
ORD003366,2026-02-27,,Ekart,In Transit/Lost
ORD003367,2025-07-11,,Ekart,In Transit/Lost
ORD003369,2026-04-25,2026-04-25,Xpressbees,Delivered
ORD003370,2025-08-18,2025-08-21,Ekart,Delivered
ORD003371,2026-03-31,2026-03-31,Delhivery,Delivered
ORD003372,2025-11-03,2025-11-06,Ekart,Delivered
ORD003373,2025-11-03,2025-11-10,Xpressbees,Delivered
ORD003374,2025-08-23,,Xpressbees,In Transit/Lost
ORD003375,2026-07-25,2026-07-25,Xpressbees,Delivered
ORD003376,2026-06-08,2026-06-08,BlueDart,Delivered
ORD003377,2025-12-11,2025-12-14,BlueDart,Delivered
ORD003378,2026-02-11,2026-02-11,Shadowfax,Delivered
ORD003379,2026-02-25,2026-02-27,Delhivery,Delivered
ORD003380,2025-10-23,2025-10-24,Xpressbees,Delivered
ORD003381,2026-04-02,2026-04-03,Ekart,Delivered
ORD003382,2025-11-22,,Ekart,In Transit/Lost
ORD003383,2026-03-16,2026-03-16,Xpressbees,Delivered
ORD003384,2025-07-21,2025-07-28,BlueDart,Delivered
ORD003385,2026-03-04,2026-03-05,BlueDart,Delivered
ORD003386,2025-05-27,2025-05-27,BlueDart,Delivered
ORD003388,2025-12-12,2025-12-19,Ekart,Delivered
ORD003389,2025-07-03,2025-07-03,Delhivery,Delivered
ORD003390,2025-09-18,2025-09-18,Ekart,Delivered
ORD003391,2026-08-15,2026-08-16,Ekart,Delivered
ORD003392,2025-08-11,2025-08-11,Shadowfax,Delivered
ORD003393,2026-03-27,2026-03-29,Shadowfax,Delivered
ORD003394,2026-08-07,2026-08-07,BlueDart,Delivered
ORD003395,2025-10-26,,Delhivery,In Transit/Lost
ORD003396,2026-01-06,2026-01-06,BlueDart,Delivered
ORD003397,2025-08-23,2025-08-26,BlueDart,Delivered
ORD003398,2026-01-26,2026-01-27,Delhivery,Delivered
ORD003399,2025-05-21,2025-05-22,Delhivery,Delivered
ORD003400,2025-05-29,2025-05-29,BlueDart,Delivered
ORD003401,2026-06-11,2026-06-11,BlueDart,Delivered
ORD003402,2026-07-14,2026-07-15,Ekart,Delivered
ORD003403,2026-08-18,2026-08-18,BlueDart,Delivered
ORD003404,2026-01-19,2026-01-21,BlueDart,Delivered
ORD003405,2025-12-19,2025-12-20,Xpressbees,Delivered
ORD003406,2025-06-02,,BlueDart,In Transit/Lost
ORD003407,2026-09-12,2026-09-12,Ekart,Delivered
ORD003408,2025-12-02,2025-12-02,Xpressbees,Delivered
ORD003409,2025-05-23,2025-05-23,Ekart,Delivered
ORD003410,2025-07-27,2025-07-27,Delhivery,Delivered
ORD003411,2026-06-18,2026-06-18,Shadowfax,Delivered
ORD003412,2025-06-30,2025-06-30,Shadowfax,Delivered
ORD003414,2026-06-03,2026-06-05,Delhivery,Delivered
ORD003415,2025-08-03,2025-08-03,Shadowfax,Delivered
ORD003416,2026-02-18,2026-02-18,Delhivery,Delivered
ORD003417,2025-11-16,2025-11-16,Shadowfax,Delivered
ORD003418,2025-06-08,,Shadowfax,In Transit/Lost
ORD003419,2026-02-08,2026-02-10,Xpressbees,Delivered
ORD003420,2025-04-17,2025-04-17,Ekart,Delivered
ORD003421,2026-08-09,2026-08-16,Ekart,Delivered
ORD003423,2025-07-05,2025-07-05,BlueDart,Delivered
ORD003424,2025-07-15,2025-07-15,Shadowfax,Delivered
ORD003425,2025-09-11,,Delhivery,In Transit/Lost
ORD003426,2026-01-25,2026-01-27,Ekart,Delivered
ORD003427,2026-08-17,2026-08-19,Xpressbees,Delivered
ORD003428,2025-09-24,,BlueDart,In Transit/Lost
ORD003429,2026-08-20,2026-08-23,Shadowfax,Delivered
ORD003430,2026-08-04,2026-08-11,Xpressbees,Delivered
ORD003431,2025-09-29,2025-09-29,BlueDart,Delivered
ORD003432,2025-07-12,,Ekart,In Transit/Lost
ORD003433,2026-03-08,2026-03-10,Delhivery,Delivered
ORD003434,2025-10-21,,BlueDart,In Transit/Lost
ORD003435,2025-06-16,2025-06-19,Ekart,Delivered
ORD003436,2025-08-27,2025-08-29,Shadowfax,Delivered
ORD003437,2025-04-27,2025-04-27,Xpressbees,Delivered
ORD003438,2025-07-01,2025-07-01,Delhivery,Delivered
