date,channel,spend,impressions,clicks
2025-10-10,Influencer,7142.42,35200,2140
2025-10-10,Email,4420.06,6026,63
2025-10-11,Instagram Ads,6853.97,38480,378
2025-10-11,Google Ads,4310.03,35570,1897
2025-10-11,Referral,6511.09,19422,781
2025-10-11,Organic Search,6906.71,1296,75
2025-10-11,Influencer,8981.86,4418,465
2025-10-11,Email,8230.7,32853,299
2025-10-12,Instagram Ads,13291.39,28411,2659
2025-10-12,Google Ads,12613.93,49874,2616
2025-10-12,Referral,8389.73,10684,2387
2025-10-12,Organic Search,2642.62,18803,278
2025-10-12,Influencer,1654.57,25733,757
2025-10-12,Email,12719.96,2336,409
2025-10-13,Instagram Ads,11754.87,36434,191
2025-10-13,Google Ads,14088.54,31430,1040
2025-10-13,Referral,14459.79,34984,478
2025-10-13,Organic Search,12319.25,31391,1552
2025-10-13,Influencer,9575.58,43022,181
2025-10-13,Email,7092.03,10850,353
2025-10-14,Instagram Ads,7801.98,37474,2593
2025-10-14,Google Ads,14826.14,29236,1767
2025-10-14,Referral,13644.92,23951,2683
2025-10-14,Organic Search,1310.57,22904,1793
2025-10-14,Influencer,5744.19,25275,1005
2025-10-14,Email,4553.63,2506,255
2025-10-15,Instagram Ads,12071.65,29537,2846
2025-10-15,Google Ads,13398.54,6413,1737
2025-10-15,Referral,1495.75,9834,1923
2025-10-15,Organic Search,6952.32,16337,2815
2025-10-15,Influencer,9354.83,38110,1405
2025-10-15,Email,4256.62,14765,2831
2025-10-16,Instagram Ads,1857.26,42118,2629
2025-10-16,Google Ads,9954.88,7159,351
2025-10-16,Referral,8328.19,39699,2168
2025-10-16,Organic Search,2108.8,19285,2976
2025-10-16,Influencer,13558.47,43730,523
2025-10-16,Email,7852.17,38783,788
2025-10-17,Instagram Ads,8715.49,16824,261
2025-10-17,Google Ads,14055.35,20337,2819
2025-10-17,Referral,14205.92,40731,643
2025-10-17,Organic Search,2773.22,39128,1141
2025-10-17,Influencer,6484.12,37143,2609
2025-10-17,Email,7288.41,42233,467
2025-10-18,Instagram Ads,6411.21,27942,560
2025-10-18,Google Ads,2189.06,25389,1947
2025-10-18,Referral,1026.48,4240,433
2025-10-18,Organic Search,12548.99,38587,692
2025-10-18,Influencer,1368.2,32143,995
2025-10-18,Email,6925.07,46767,1838
2025-10-19,Instagram Ads,6323.94,24528,2787
2025-10-19,Google Ads,13542.26,32021,522
2025-10-19,Referral,9322.16,22715,2026
2025-10-19,Organic Search,2894.39,3806,831
2025-10-19,Influencer,4347.37,43804,990
2025-10-19,Email,8422.9,21548,344
2025-10-20,Instagram Ads,7227.43,33539,2828
2025-10-20,Google Ads,13684.82,44198,2680
2025-10-20,Referral,14090.49,43835,2715
2025-10-20,Organic Search,3835.83,32291,658
2025-10-20,Influencer,12056.11,12161,1461
2025-10-20,Email,12632.12,47803,166
2025-10-21,Instagram Ads,6275.57,13539,1460
2025-10-21,Google Ads,9380.6,15354,545
2025-10-21,Referral,2768.41,8684,2908
2025-10-21,Organic Search,5717.76,44428,240
2025-10-21,Influencer,939.84,40221,2522
2025-10-21,Email,2069.62,41939,2465
2025-10-22,Instagram Ads,8142.26,48673,1169
2025-10-22,Google Ads,8080.35,29346,434
2025-10-22,Referral,3661.12,6461,447
2025-10-22,Organic Search,501.46,22385,2179
2025-10-22,Influencer,880.76,31487,2867
2025-10-22,Email,1739.96,39663,427
2025-10-23,Instagram Ads,2908.2,45928,1089
2025-10-23,Google Ads,10910.19,45056,2427
2025-10-23,Referral,3828.65,32178,2539
2025-10-23,Organic Search,5719.69,25681,974
2025-10-23,Influencer,8064.69,20828,1369
2025-10-23,Email,4123.05,48563,1178
2025-10-24,Instagram Ads,12995.73,36837,514
2025-10-24,Google Ads,9488.26,26183,758
2025-10-24,Referral,12493.6,48348,2832
2025-10-24,Organic Search,1185.4,13483,1867
2025-10-24,Influencer,3879.59,13887,1956
2025-10-24,Email,11807.38,45697,1459
2025-10-25,Instagram Ads,7436.82,3347,2172
2025-10-25,Google Ads,1511.55,5177,2896
2025-10-25,Referral,8302.54,47521,100
2025-10-25,Organic Search,14137.59,30844,2077
2025-10-25,Influencer,13234.98,36444,977
2025-10-25,Email,3606.26,28968,2206
2025-10-26,Instagram Ads,3183.6,5181,1240
2025-10-26,Google Ads,10544.76,47811,1290
2025-10-26,Referral,6249.61,24289,1542
2025-10-26,Organic Search,6999.19,15559,322
2025-10-26,Influencer,1393.29,3878,606
2025-10-26,Email,14875.96,29043,2338
2025-10-27,Instagram Ads,9331.68,30061,1319
2025-10-27,Google Ads,12799.88,12971,1993
2025-10-27,Referral,5126.96,5640,1169
2025-10-27,Organic Search,8089.07,5113,770
2025-10-27,Influencer,14989.49,23917,588
2025-10-27,Email,9486.7,45518,1710
2025-10-28,Instagram Ads,5503.9,40910,2079
2025-10-28,Google Ads,8728.63,19061,1899
2025-10-28,Referral,4146.83,5306,2781
2025-10-28,Organic Search,13841.15,22873,2308
2025-10-28,Influencer,9876.09,28333,2205
2025-10-28,Email,12997.33,19517,2416
2025-10-29,Instagram Ads,12335.82,30138,704
2025-10-29,Google Ads,5730.12,22690,743
2025-10-29,Referral,13143.44,13405,660
2025-10-29,Organic Search,4478.54,10061,821
2025-10-29,Influencer,969.09,35173,2441
2025-10-29,Email,13612.77,48252,349
2025-10-30,Instagram Ads,2477.2,49870,2427
2025-10-30,Google Ads,4590.15,41322,1852
2025-10-30,Referral,2025.12,49956,1331
2025-10-30,Organic Search,14750.88,8015,245
2025-10-30,Influencer,2653.88,45029,1061
2025-10-30,Email,8787.96,8611,1314
2025-10-31,Instagram Ads,10112.23,45090,2877
2025-10-31,Google Ads,9045.83,5045,2378
2025-10-31,Referral,4888.37,8966,1859
2025-10-31,Organic Search,12489.25,48651,1115
2025-10-31,Influencer,9546.16,7396,2373
2025-10-31,Email,3036.52,34384,879
2025-11-01,Instagram Ads,2537.06,38110,1565
2025-11-01,Google Ads,12363.8,8328,74
2025-11-01,Referral,9063.31,28966,2917
2025-11-01,Organic Search,12648.06,30585,176
2025-11-01,Influencer,10403.31,12608,1262
2025-11-01,Email,9532.18,5801,1746
2025-11-02,Instagram Ads,8877.4,40912,964
2025-11-02,Google Ads,12022.86,48284,1922
2025-11-02,Referral,9832.0,30687,1947
2025-11-02,Organic Search,6506.11,40849,1983
2025-11-02,Influencer,4457.73,26510,1856
2025-11-02,Email,9298.56,1129,2896
2025-11-03,Instagram Ads,13417.0,10627,533
2025-11-03,Google Ads,14055.08,49165,2039
2025-11-03,Referral,12726.58,12508,350
2025-11-03,Organic Search,9895.14,46923,2833
2025-11-03,Influencer,14172.55,32703,2522
2025-11-03,Email,11889.69,47801,277
2025-11-04,Instagram Ads,6363.45,34618,2714
2025-11-04,Google Ads,4167.61,26789,1240
2025-11-04,Referral,3076.68,33741,1065
2025-11-04,Organic Search,4865.1,44343,1860
2025-11-04,Influencer,14026.52,13502,2818
2025-11-04,Email,14717.54,34614,1930
2025-11-05,Instagram Ads,3296.86,6720,399
2025-11-05,Google Ads,13123.82,24973,1231
2025-11-05,Referral,11060.96,12818,1334
2025-11-05,Organic Search,8643.85,31787,1172
2025-11-05,Influencer,5135.97,20058,1329
2025-11-05,Email,14995.92,8856,891
2025-11-06,Instagram Ads,2877.81,36155,502
2025-11-06,Google Ads,13163.01,25480,1631
2025-11-06,Referral,1627.63,28521,2098
2025-11-06,Organic Search,3191.86,16438,2759
2025-11-06,Influencer,11010.56,41810,2960
2025-11-06,Email,997.02,20124,1813
2025-11-07,Instagram Ads,555.47,34908,1249
2025-11-07,Google Ads,6099.48,45001,1860
2025-11-07,Referral,14635.02,3198,1975
2025-11-07,Organic Search,2432.72,35643,237
2025-11-07,Influencer,11491.49,8124,2154
2025-11-07,Email,7426.88,41722,2527
2025-11-08,Instagram Ads,7506.85,32990,2527
2025-11-08,Google Ads,13823.62,36436,1090
2025-11-08,Referral,8575.78,21885,2912
2025-11-08,Organic Search,14839.49,33127,1900
2025-11-08,Influencer,10597.63,5740,1520
2025-11-08,Email,11155.53,11624,2070
2025-11-09,Instagram Ads,5162.35,1922,1957
2025-11-09,Google Ads,9696.63,14399,1793
2025-11-09,Referral,1700.88,16655,817
2025-11-09,Organic Search,1014.88,4713,1679
2025-11-09,Influencer,12697.92,11671,749
2025-11-09,Email,3312.47,12265,2682
2025-11-10,Instagram Ads,7842.84,7261,2680
2025-11-10,Google Ads,12711.07,49256,2431
2025-11-10,Referral,12195.13,30911,2356
2025-11-10,Organic Search,9533.48,6214,477
2025-11-10,Influencer,11945.0,14902,157
2025-11-10,Email,7385.36,28556,1637
2025-11-11,Instagram Ads,1805.83,40295,2934
2025-11-11,Google Ads,6371.37,8187,2419
2025-11-11,Referral,6874.66,29284,2482
2025-11-11,Organic Search,6855.74,5406,1609
2025-11-11,Influencer,3010.95,25881,2055
2025-11-11,Email,1871.49,18749,312
2025-11-12,Instagram Ads,6786.63,36761,761
2025-11-12,Google Ads,6401.44,46190,1539
2025-11-12,Referral,8918.41,3689,272
2025-11-12,Organic Search,6955.2,11590,504
2025-11-12,Influencer,14979.42,10047,1901
2025-11-12,Email,1561.24,48612,625
2025-11-13,Instagram Ads,1735.34,24220,555
2025-11-13,Google Ads,11708.09,30108,2715
2025-11-13,Referral,14389.48,40762,1701
2025-11-13,Organic Search,11441.63,31061,946
2025-11-13,Influencer,2084.2,29102,1995
2025-11-13,Email,3448.54,17560,2374
2025-11-14,Instagram Ads,9505.01,37316,1110
2025-11-14,Google Ads,2595.63,32995,2178
2025-11-14,Referral,6505.18,7046,1882
2025-11-14,Organic Search,7753.15,19333,88
2025-11-14,Influencer,5198.67,36513,1477
2025-11-14,Email,13910.94,43619,512
2025-11-15,Instagram Ads,2356.71,27721,483
2025-11-15,Google Ads,2336.45,25742,2148
2025-11-15,Referral,12344.07,17314,1974
2025-11-15,Organic Search,683.16,18727,1140
2025-11-15,Influencer,9469.83,33912,1918
2025-11-15,Email,7518.58,46949,2878
2025-11-16,Instagram Ads,5821.66,43473,2539
2025-11-16,Google Ads,11306.15,9227,2067
2025-11-16,Referral,8544.14,7428,645
2025-11-16,Organic Search,10467.3,40053,2122
2025-11-16,Influencer,3888.57,48060,2357
2025-11-16,Email,10430.01,6026,2470
2025-11-17,Instagram Ads,7626.69,48456,2775
2025-11-17,Google Ads,8883.16,28509,2104
2025-11-17,Referral,6598.29,18429,700
2025-11-17,Organic Search,2204.97,5435,380
2025-11-17,Influencer,13690.12,9757,2946
2025-11-17,Email,12186.93,5361,78
2025-11-18,Instagram Ads,9021.81,5340,603
2025-11-18,Google Ads,8148.14,10888,2012
2025-11-18,Referral,7563.94,25743,2746
2025-11-18,Organic Search,13717.39,13524,2535
2025-11-18,Influencer,8718.69,37729,2928
2025-11-18,Email,3586.15,33171,1802
2025-11-19,Instagram Ads,10872.44,42159,1963
2025-11-19,Google Ads,3810.24,11276,1776
2025-11-19,Referral,11437.81,21127,713
2025-11-19,Organic Search,6817.08,28204,1893
2025-11-19,Influencer,6918.08,2817,406
2025-11-19,Email,4300.65,9713,877
2025-11-20,Instagram Ads,5434.31,9964,2039
2025-11-20,Google Ads,10289.07,45165,1146
2025-11-20,Referral,3970.64,3451,1924
2025-11-20,Organic Search,1549.85,49612,1713
2025-11-20,Influencer,2556.05,48570,2037
2025-11-20,Email,6312.52,18000,2019
2025-11-21,Instagram Ads,8163.51,46688,1309
2025-11-21,Google Ads,8065.17,2844,2674
2025-11-21,Referral,5072.8,17445,532
2025-11-21,Organic Search,3827.18,47419,145
2025-11-21,Influencer,6312.15,26779,231
2025-11-21,Email,11000.82,41168,2924
2025-11-22,Instagram Ads,12980.59,10406,2570
2025-11-22,Google Ads,4903.6,8711,878
2025-11-22,Referral,14733.92,24246,1732
2025-11-22,Organic Search,592.82,39799,263
2025-11-22,Influencer,1604.35,18071,2181
2025-11-22,Email,705.48,37341,343
2025-11-23,Instagram Ads,1348.93,29122,2616
2025-11-23,Google Ads,5411.46,39904,1542
2025-11-23,Referral,10455.82,14369,2677
2025-11-23,Organic Search,6289.34,15249,2844
2025-11-23,Influencer,11833.58,29178,752
2025-11-23,Email,14702.52,32118,1370
2025-11-24,Instagram Ads,814.13,49378,2637
2025-11-24,Google Ads,4761.7,11094,807
2025-11-24,Referral,10939.64,1659,698
2025-11-24,Organic Search,7485.19,18963,1643
2025-11-24,Influencer,14190.11,12948,1210
2025-11-24,Email,12933.0,25611,2869
2025-11-25,Instagram Ads,7991.77,30617,1425
2025-11-25,Google Ads,9127.82,17965,2986
2025-11-25,Referral,5669.55,32674,2906
2025-11-25,Organic Search,1288.71,10452,925
2025-11-25,Influencer,11402.33,31871,2664
2025-11-25,Email,11989.95,3823,1394
2025-11-26,Instagram Ads,5965.76,3719,141
2025-11-26,Google Ads,6482.9,21020,484
2025-11-26,Referral,5904.84,26228,2078
2025-11-26,Organic Search,9351.4,45130,587
2025-11-26,Influencer,4660.16,2480,2643
2025-11-26,Email,8284.37,46995,1169
2025-11-27,Instagram Ads,12627.09,21713,2737
2025-11-27,Google Ads,14565.95,43131,1564
2025-11-27,Referral,14839.26,2111,1908
2025-11-27,Organic Search,5313.81,28182,1109
2025-11-27,Influencer,4939.51,25655,2614
2025-11-27,Email,4090.64,38505,798
2025-11-28,Instagram Ads,1889.88,37367,541
2025-11-28,Google Ads,8766.5,21354,730
2025-11-28,Referral,12797.34,47914,302
2025-11-28,Organic Search,12934.68,13815,1690
2025-11-28,Influencer,5804.74,49785,1374
2025-11-28,Email,1648.97,5889,2967
2025-11-29,Instagram Ads,14149.78,28934,256
2025-11-29,Google Ads,1231.42,12604,2951
2025-11-29,Referral,2500.94,28984,2840
2025-11-29,Organic Search,14689.92,22686,2965
2025-11-29,Influencer,6618.78,40080,2584
2025-11-29,Email,2774.39,25604,600
2025-11-30,Instagram Ads,4883.84,19220,2989
2025-11-30,Google Ads,11067.72,7372,1948
2025-11-30,Referral,11921.74,44075,316
2025-11-30,Organic Search,12812.63,35267,2824
2025-11-30,Influencer,11181.47,36205,2549
2025-11-30,Email,10720.37,26510,1526
2025-12-01,Instagram Ads,14445.57,43584,2337
2025-12-01,Google Ads,6038.5,20582,1718
2025-12-01,Referral,9387.76,44054,527
2025-12-01,Organic Search,10534.13,39182,960
2025-12-01,Influencer,12363.97,25999,2254
2025-12-01,Email,7232.79,24748,2011
2025-12-02,Instagram Ads,4491.32,6911,748
2025-12-02,Google Ads,13649.83,47800,2131
2025-12-02,Referral,7364.54,32829,98
2025-12-02,Organic Search,10335.28,18499,1312
2025-12-02,Influencer,13939.87,5655,2256
2025-12-02,Email,6112.15,20436,2750
2025-12-03,Instagram Ads,1422.24,40503,262
2025-12-03,Google Ads,4182.29,36379,264
2025-12-03,Referral,7858.84,27727,625
2025-12-03,Organic Search,10839.34,35122,2976
2025-12-03,Influencer,3856.74,48708,2919
2025-12-03,Email,5249.91,32563,463
2025-12-04,Instagram Ads,4584.53,31598,179
2025-12-04,Google Ads,9006.95,6495,2489
2025-12-04,Referral,1706.68,12974,2937
2025-12-04,Organic Search,1425.99,22984,2736
2025-12-04,Influencer,8951.1,22953,988
2025-12-04,Email,14270.2,15052,2625
2025-12-05,Instagram Ads,2453.55,19886,538
2025-12-05,Google Ads,2886.08,28790,1747
2025-12-05,Referral,6345.69,12654,2741
2025-12-05,Organic Search,1156.83,37807,1387
2025-12-05,Influencer,6184.4,3847,2562
2025-12-05,Email,551.18,10978,2159
2025-12-06,Instagram Ads,8446.63,20906,331
2025-12-06,Google Ads,1513.06,6055,2979
2025-12-06,Referral,2225.74,9626,168
2025-12-06,Organic Search,1803.07,3210,683
2025-12-06,Influencer,11834.09,6894,1423
2025-12-06,Email,5857.12,17665,3000
2025-12-07,Instagram Ads,2693.57,46291,1876
2025-12-07,Google Ads,10224.0,6972,2694
2025-12-07,Referral,4457.94,4394,1326
2025-12-07,Organic Search,13802.25,9938,2185
2025-12-07,Influencer,8273.81,27626,1238
2025-12-07,Email,11101.22,34225,2142
2025-12-08,Instagram Ads,810.17,41520,153
2025-12-08,Google Ads,10763.61,17530,2606
2025-12-08,Referral,10554.79,11238,1609
2025-12-08,Organic Search,901.34,47109,497
2025-12-08,Influencer,14559.17,49574,2105
2025-12-08,Email,14400.01,20217,1624
2025-12-09,Instagram Ads,4509.79,7147,877
2025-12-09,Google Ads,7550.76,37654,489
2025-12-09,Referral,2029.67,11975,905
2025-12-09,Organic Search,1626.48,18179,2337
2025-12-09,Influencer,8231.85,16006,1751
2025-12-09,Email,6637.16,3173,767
2025-12-10,Instagram Ads,9320.82,25089,1147
2025-12-10,Google Ads,13852.61,23507,2358
2025-12-10,Referral,10705.85,49712,2642
2025-12-10,Organic Search,13899.18,30309,1398
2025-12-10,Influencer,12415.19,13072,1737
2025-12-10,Email,5526.78,33048,205
2025-12-11,Instagram Ads,12437.36,23698,1731
2025-12-11,Google Ads,2522.93,46855,1236
2025-12-11,Referral,4614.42,13638,648
2025-12-11,Organic Search,9514.98,3131,2960
2025-12-11,Influencer,14008.54,36467,410
2025-12-11,Email,10739.67,28924,227
2025-12-12,Instagram Ads,10839.4,40019,1733
2025-12-12,Google Ads,3081.09,45930,1058
2025-12-12,Referral,8698.14,22399,2661
2025-12-12,Organic Search,6787.69,13763,1615
2025-12-12,Influencer,1849.38,7702,84
2025-12-12,Email,13589.1,1472,883
2025-12-13,Instagram Ads,7687.33,42131,2650
2025-12-13,Google Ads,12835.87,45958,657
2025-12-13,Referral,2299.15,10840,86
2025-12-13,Organic Search,9483.48,41296,2149
2025-12-13,Influencer,11789.49,3384,251
2025-12-13,Email,10557.27,33514,1961
2025-12-14,Instagram Ads,12738.51,22489,1881
2025-12-14,Google Ads,13921.32,24712,1533
2025-12-14,Referral,11899.51,22663,1629
2025-12-14,Organic Search,2504.66,46237,821
2025-12-14,Influencer,8840.64,19609,2084
2025-12-14,Email,6532.65,27774,2933
2025-12-15,Instagram Ads,9441.77,49278,1205
2025-12-15,Google Ads,12603.78,30921,2139
2025-12-15,Referral,12031.76,41592,2913
2025-12-15,Organic Search,13114.7,44488,78
2025-12-15,Influencer,8903.55,8870,2517
2025-12-15,Email,11033.32,2896,2452
2025-12-16,Instagram Ads,5036.56,41567,300
2025-12-16,Google Ads,5694.82,2159,931
2025-12-16,Referral,12410.65,26542,1712
2025-12-16,Organic Search,11580.89,9782,2894
2025-12-16,Influencer,5431.31,7369,274
2025-12-16,Email,3876.11,24868,1066
2025-12-17,Instagram Ads,865.5,31679,187
2025-12-17,Google Ads,3962.52,1050,714
2025-12-17,Referral,4507.07,32722,2017
2025-12-17,Organic Search,6574.23,41915,1770
2025-12-17,Influencer,8528.44,37369,1875
2025-12-17,Email,11111.24,28846,1253
2025-12-18,Instagram Ads,1801.69,34289,268
2025-12-18,Google Ads,14761.85,41815,2757
2025-12-18,Referral,14243.02,1503,1974
2025-12-18,Organic Search,10008.55,37917,2565
2025-12-18,Influencer,11139.04,33471,750
2025-12-18,Email,3051.52,35549,1437
2025-12-19,Instagram Ads,5593.56,23365,2636
2025-12-19,Google Ads,6996.17,14280,1107
2025-12-19,Referral,3443.66,19559,2398
2025-12-19,Organic Search,1845.11,6027,2769
2025-12-19,Influencer,1225.69,16285,2723
2025-12-19,Email,9587.11,23461,2066
2025-12-20,Instagram Ads,14487.73,3672,1420
2025-12-20,Google Ads,13296.39,15873,2722
2025-12-20,Referral,3679.45,43448,1311
2025-12-20,Organic Search,12644.7,19406,1050
2025-12-20,Influencer,9574.33,19636,2059
2025-12-20,Email,5935.7,29155,902
2025-12-21,Instagram Ads,6332.47,37602,1430
2025-12-21,Google Ads,3525.02,41863,2871
2025-12-21,Referral,14118.84,34245,1684
2025-12-21,Organic Search,10963.56,25630,2435
2025-12-21,Influencer,9957.69,16234,1081
2025-12-21,Email,14748.47,6242,311
2025-12-22,Instagram Ads,12207.59,9973,1508
2025-12-22,Google Ads,6569.05,7642,2711
2025-12-22,Referral,6289.82,4226,1817
2025-12-22,Organic Search,14265.71,20454,916
2025-12-22,Influencer,10736.1,2689,1464
2025-12-22,Email,4776.86,48464,1705
2025-12-23,Instagram Ads,8764.59,25232,459
2025-12-23,Google Ads,4501.12,10229,1627
2025-12-23,Referral,12896.44,37570,772
2025-12-23,Organic Search,7113.31,23218,1714
2025-12-23,Influencer,11556.01,17152,2608
2025-12-23,Email,4091.88,5092,2430
2025-12-24,Instagram Ads,12207.05,10692,2842
2025-12-24,Google Ads,2749.35,5757,424
2025-12-24,Referral,7375.18,8747,1555
2025-12-24,Organic Search,5603.46,13583,1807
2025-12-24,Influencer,14120.84,16868,511
2025-12-24,Email,10761.63,20071,692
2025-12-25,Instagram Ads,11890.99,7828,1451
2025-12-25,Google Ads,2416.93,46529,2426
2025-12-25,Referral,13867.21,11419,1825
2025-12-25,Organic Search,11313.72,16560,1769
2025-12-25,Influencer,603.66,39509,2078
2025-12-25,Email,1071.84,13463,2576
2025-12-26,Instagram Ads,9491.25,24852,460
2025-12-26,Google Ads,3872.81,2541,1035
2025-12-26,Referral,9636.66,38256,2255
2025-12-26,Organic Search,6711.76,36468,2181
2025-12-26,Influencer,14107.1,29157,846
2025-12-26,Email,5327.22,20328,461
2025-12-27,Instagram Ads,2540.25,1626,2800
2025-12-27,Google Ads,12042.79,24312,1601
2025-12-27,Referral,11499.27,20773,1330
2025-12-27,Organic Search,4113.98,48296,2054
2025-12-27,Influencer,1022.74,26912,1088
2025-12-27,Email,14935.68,9958,1553
2025-12-28,Instagram Ads,6496.91,34309,1540
2025-12-28,Google Ads,1484.9,2871,862
2025-12-28,Referral,2087.52,5169,2585
2025-12-28,Organic Search,14980.72,20654,1134
2025-12-28,Influencer,2419.02,13572,2266
2025-12-28,Email,13887.65,21424,1407
2025-12-29,Instagram Ads,12694.06,4716,1052
2025-12-29,Google Ads,2501.1,47828,1163
2025-12-29,Referral,1988.31,17703,1824
2025-12-29,Organic Search,4142.31,11172,1540
2025-12-29,Influencer,5861.98,10127,608
2025-12-29,Email,7740.88,41875,800
2025-12-30,Instagram Ads,14635.59,1618,1976
2025-12-30,Google Ads,4888.2,6125,2797
2025-12-30,Referral,2030.35,45177,2171
2025-12-30,Organic Search,6080.78,40859,2792
2025-12-30,Influencer,10881.53,34308,824
2025-12-30,Email,14763.17,42784,2114
2025-12-31,Instagram Ads,13356.81,22176,838
2025-12-31,Google Ads,8051.22,11847,2393
2025-12-31,Referral,11221.34,42135,1827
2025-12-31,Organic Search,6791.52,4749,1153
2025-12-31,Influencer,10598.54,46097,162
2025-12-31,Email,11201.24,37523,2443
2026-01-01,Instagram Ads,13669.36,49151,1782
2026-01-01,Google Ads,8359.03,30429,221
2026-01-01,Referral,1460.86,10492,361
2026-01-01,Organic Search,14287.68,46485,405
2026-01-01,Influencer,8230.65,18317,2697
2026-01-01,Email,12031.37,31547,1209
2026-01-02,Instagram Ads,4255.34,3732,304
2026-01-02,Google Ads,1376.1,17616,2864
2026-01-02,Referral,14709.39,43095,419
2026-01-02,Organic Search,14628.71,44964,712
2026-01-02,Influencer,2342.15,47705,1759
2026-01-02,Email,4837.57,13174,957
2026-01-03,Instagram Ads,2755.29,11830,1266
2026-01-03,Google Ads,9697.29,45952,2643
2026-01-03,Referral,10236.84,3240,958
2026-01-03,Organic Search,7803.1,14683,1297
2026-01-03,Influencer,7479.34,43844,1196
2026-01-03,Email,14395.07,39316,1363
2026-01-04,Instagram Ads,3157.86,13292,669
2026-01-04,Google Ads,12802.94,14057,1987
2026-01-04,Referral,7392.75,20396,789
2026-01-04,Organic Search,2786.09,27950,1860
2026-01-04,Influencer,1415.35,19866,2296
2026-01-04,Email,4205.14,23543,549
2026-01-05,Instagram Ads,4656.73,19779,2806
2026-01-05,Google Ads,6366.53,26545,213
2026-01-05,Referral,5181.4,15993,2111
2026-01-05,Organic Search,14277.33,24265,1482
2026-01-05,Influencer,8351.13,23161,2391
2026-01-05,Email,9048.64,49112,2655
2026-01-06,Instagram Ads,8176.45,5090,950
2026-01-06,Google Ads,13999.68,31915,1930
2026-01-06,Referral,10418.72,17518,1170
2026-01-06,Organic Search,11301.86,38830,1481
2026-01-06,Influencer,11891.36,37363,1419
2026-01-06,Email,3567.87,40824,479
2026-01-07,Instagram Ads,2293.27,5605,963
2026-01-07,Google Ads,13210.28,35924,900
2026-01-07,Referral,2600.9,6372,813
2026-01-07,Organic Search,2018.01,28969,464
2026-01-07,Influencer,13445.24,43469,1903
2026-01-07,Email,6583.9,24361,424
2026-01-08,Instagram Ads,11516.3,38660,1916
2026-01-08,Google Ads,3500.28,45490,459
2026-01-08,Referral,9770.78,10699,2662
2026-01-08,Organic Search,10102.68,34902,2655
2026-01-08,Influencer,12318.79,15318,435
2026-01-08,Email,2580.48,22355,628
2026-01-09,Instagram Ads,9968.71,7258,56
2026-01-09,Google Ads,14891.57,30135,1210
2026-01-09,Referral,12123.17,41023,2288
2026-01-09,Organic Search,8454.68,43825,2255
2026-01-09,Influencer,7448.0,1626,1509
2026-01-09,Email,4208.63,20117,201
2026-01-10,Instagram Ads,4472.61,17118,2327
2026-01-10,Google Ads,13247.79,4752,2269
2026-01-10,Referral,14019.94,27810,1731
2026-01-10,Organic Search,5295.88,43970,366
2026-01-10,Influencer,5061.09,14687,2598
2026-01-10,Email,4097.86,25774,687
2026-01-11,Instagram Ads,2617.04,16835,1036
2026-01-11,Google Ads,14064.01,14816,1626
2026-01-11,Referral,4502.09,29141,2397
2026-01-11,Organic Search,5567.69,38184,2834
2026-01-11,Influencer,5008.05,24572,2898
2026-01-11,Email,14012.69,37902,637
2026-01-12,Instagram Ads,719.17,20699,2192
2026-01-12,Google Ads,8584.23,24736,260
2026-01-12,Referral,7279.06,14917,665
2026-01-12,Organic Search,5839.14,40399,408
2026-01-12,Influencer,6426.82,44331,2685
2026-01-12,Email,9480.7,4731,2019
2026-01-13,Instagram Ads,13544.28,11854,1750
2026-01-13,Google Ads,9287.21,24884,813
2026-01-13,Referral,3545.17,9476,212
2026-01-13,Organic Search,9229.34,43655,1708
2026-01-13,Influencer,6559.42,30629,596
2026-01-13,Email,5430.76,3196,2044
2026-01-14,Instagram Ads,663.49,9866,202
2026-01-14,Google Ads,681.27,37032,1214
2026-01-14,Referral,1163.26,24943,2175
2026-01-14,Organic Search,7920.9,9541,646
2026-01-14,Influencer,7445.17,45517,1329
2026-01-14,Email,7932.71,39844,2577
2026-01-15,Instagram Ads,3745.55,5149,2077
2026-01-15,Google Ads,7953.49,22912,2118
2026-01-15,Referral,7325.36,44354,2030
2026-01-15,Organic Search,3476.09,4480,1488
2026-01-15,Influencer,3876.42,26948,2013
2026-01-15,Email,14856.65,27493,1849
2026-01-16,Instagram Ads,7106.51,1798,2818
2026-01-16,Google Ads,3232.89,32508,2628
2026-01-16,Referral,12360.43,29984,2366
2026-01-16,Organic Search,12345.6,32164,629
2026-01-16,Influencer,8554.09,3565,881
2026-01-16,Email,6426.93,9029,2955
2026-01-17,Instagram Ads,14099.47,38796,2411
2026-01-17,Google Ads,4137.42,27486,1562
2026-01-17,Referral,12476.19,6780,813
2026-01-17,Organic Search,3300.9,23055,2028
2026-01-17,Influencer,8131.23,12426,856
2026-01-17,Email,9777.76,18812,2555
2026-01-18,Instagram Ads,11223.58,3397,2270
2026-01-18,Google Ads,3692.37,4193,1830
2026-01-18,Referral,2700.32,10225,2607
2026-01-18,Organic Search,5844.51,16176,1673
2026-01-18,Influencer,5030.27,5799,1160
2026-01-18,Email,8312.53,32042,2057
2026-01-19,Instagram Ads,6882.51,42534,1251
2026-01-19,Google Ads,5411.99,48997,2369
2026-01-19,Referral,4496.06,33849,2246
2026-01-19,Organic Search,3797.69,34777,71
2026-01-19,Influencer,8355.28,35462,2196
2026-01-19,Email,13759.45,5053,2450
