order_id,customer_id,order_date,product_id,quantity,order_value,payment_method,order_status
ORD002972,CUST00887,2026-09-02,PRD008,1,2974.11,Credit Card,Delivered
ORD002973,CUST00749,2025-05-04,PRD006,2,2376.04,Credit Card,Delivered
ORD002974,CUST00919,2025-05-14,PRD011,3,27465.44,COD,Delivered
ORD002975,CUST00273,2026-05-30,PRD011,1,9024.99,COD,Delivered
ORD002976,CUST00017,2025-07-30,PRD008,1,2723.99,Debit Card,Delivered
ORD002977,CUST00228,2025-12-13,PRD004,1,3281.39,COD,Delivered
ORD002978,CUST00369,2026-02-03,PRD005,1,1711.2,UPI,Cancelled
ORD002979,CUST00011,2026-03-15,PRD001,3,7056.06,Net Banking,Delivered
ORD002980,CUST00121,2025-05-16,PRD011,1,9803.23,UPI,Delivered
ORD002981,CUST00996,2026-05-16,PRD003,2,81454.83,Credit Card,Delivered
ORD002982,CUST00394,2026-04-07,PRD009,3,70131.0,Credit Card,Delivered
ORD002983,CUST00287,2026-01-17,PRD004,1,3212.43,Net Banking,Delivered
ORD002984,CUST00318,2026-06-16,PRD005,1,1703.84,Credit Card,Delivered
ORD002985,CUST01078,2025-10-09,PRD004,1,3355.91,Debit Card,Delivered
ORD002986,CUST00066,2025-12-26,PRD001,1,2430.6,Net Banking,Delivered
ORD002987,CUST00549,2026-08-02,PRD008,2,5535.06,UPI,Returned
ORD002988,CUST00237,2025-10-13,PRD004,1,3438.13,Debit Card,Delivered
ORD002989,CUST00398,2026-02-08,PRD006,2,2381.0,Net Banking,Delivered
ORD002990,CUST00631,2026-02-02,PRD003,1,40576.78,UPI,Cancelled
ORD002991,CUST00737,2026-05-23,PRD008,2,5757.36,COD,Delivered
ORD002992,CUST01074,2026-08-18,PRD004,1,3338.2,UPI,Delivered
ORD002993,CUST00049,2026-01-25,PRD005,1,1782.82,Debit Card,Delivered
ORD002994,CUST00497,2025-05-23,PRD005,1,1775.9,Credit Card,Delivered
ORD002995,CUST01046,2026-05-07,PRD002,3,42610.05,COD,Delivered
ORD002996,CUST00931,2025-10-01,PRD005,3,4926.86,UPI,Returned
ORD002997,CUST00359,2026-03-19,PRD002,3,42996.73,Net Banking,Delivered
ORD002998,CUST00458,2026-07-22,PRD001,2,4670.31,Net Banking,Delivered
ORD002999,CUST00052,2025-11-03,PRD011,1,9584.22,UPI,Delivered
ORD003000,CUST00299,2025-10-19,PRD002,1,14429.89,COD,Returned
ORD003001,CUST00514,2026-04-26,PRD004,3,10051.62,Debit Card,Delivered
ORD003002,CUST00680,2025-09-24,PRD009,1,24786.42,Debit Card,Delivered
ORD003003,CUST00843,2026-05-20,PRD010,1,1803.27,Debit Card,Delivered
ORD003004,CUST00383,2026-06-24,PRD010,3,5648.64,COD,Delivered
ORD003005,CUST01161,2026-01-24,PRD011,1,9358.35,Credit Card,Delivered
ORD003006,CUST01065,2025-12-28,PRD010,2,3749.03,UPI,Delivered
ORD003007,CUST00796,2026-08-10,PRD006,2,2398.87,Debit Card,Delivered
ORD003008,CUST00761,2026-06-03,PRD008,1,2794.57,COD,Delivered
ORD003009,CUST00849,2026-02-23,PRD002,1,14339.25,Debit Card,Delivered
ORD003010,CUST00867,2026-05-14,PRD009,1,23048.96,UPI,Delivered
ORD003011,CUST01049,2026-03-17,PRD005,1,1690.78,Net Banking,Delivered
ORD003012,CUST00330,2025-04-03,PRD011,2,18589.66,Debit Card,Returned
ORD003013,CUST00942,2026-01-21,PRD008,1,2961.94,UPI,Delivered
ORD003014,CUST01089,2025-04-03,PRD005,3,5258.81,Debit Card,Delivered
ORD003015,CUST00357,2026-08-13,PRD004,1,3417.4,Debit Card,Delivered
ORD003016,CUST00164,2025-05-13,PRD008,3,,Debit Card,Delivered
ORD003017,CUST00701,2026-07-31,PRD004,2,6527.47,Debit Card,Delivered
ORD003018,CUST00646,2026-05-28,PRD008,1,2874.53,UPI,Returned
ORD003019,CUST00787,2026-04-18,PRD003,2,80656.01,Credit Card,Delivered
ORD003020,CUST00569,2026-06-22,PRD003,1,39727.47,Credit Card,Delivered
ORD003021,CUST00454,2025-08-04,PRD011,1,9337.0,Net Banking,Delivered
ORD003022,CUST00597,2026-06-05,PRD006,1,1279.3,Debit Card,Delivered
ORD003023,CUST01102,2025-09-22,PRD003,2,77794.57,UPI,Delivered
ORD003024,CUST00287,2026-08-28,PRD010,2,3959.95,Net Banking,Delivered
ORD003025,CUST00186,2025-08-02,PRD008,1,2787.72,Credit Card,Delivered
ORD003026,CUST00285,2025-11-16,PRD003,1,40450.32,Net Banking,Delivered
ORD003027,CUST00363,2025-04-15,PRD002,1,14384.55,COD,Delivered
ORD003028,CUST00784,2025-11-23,PRD010,1,1997.1,UPI,Delivered
ORD003029,CUST00812,2026-09-07,PRD004,1,3412.06,Credit Card,Returned
ORD003030,CUST00249,2025-08-10,PRD004,2,6329.8,Net Banking,Delivered
ORD003031,CUST00734,2026-05-23,PRD001,1,2353.55,Net Banking,Delivered
ORD003032,CUST00100,2025-07-12,PRD002,2,27728.71,Debit Card,Delivered
ORD003033,CUST00463,2026-05-11,PRD008,2,5760.3,UPI,Delivered
ORD003034,CUST00120,2026-01-10,PRD011,1,9580.81,Debit Card,Delivered
ORD003035,CUST00882,2025-09-10,PRD002,2,29523.09,COD,Delivered
ORD003036,CUST00576,2025-10-23,PRD012,2,2920.04,Debit Card,Delivered
ORD003037,CUST00634,2025-09-25,PRD001,3,7495.13,Credit Card,Delivered
ORD003038,CUST00465,2026-06-04,PRD001,1,,Credit Card,Cancelled
ORD003039,CUST00280,2026-06-20,PRD012,1,1406.82,COD,Delivered
ORD003040,CUST00954,2026-06-26,PRD009,1,23441.17,COD,Delivered
ORD003041,CUST00590,2025-09-17,PRD004,2,6816.12,Net Banking,Delivered
ORD003042,CUST00606,2026-02-16,PRD006,1,1259.94,UPI,Delivered
ORD003043,CUST00165,2026-04-24,PRD011,2,18853.93,COD,Delivered
ORD003044,CUST00877,2026-06-15,PRD006,1,1254.68,COD,Delivered
ORD003045,CUST00138,2025-07-21,PRD003,1,39387.6,UPI,Cancelled
ORD003046,CUST00658,2026-06-11,PRD008,2,5795.38,Net Banking,Delivered
ORD003047,CUST00123,2025-05-14,PRD003,1,41602.27,COD,Delivered
ORD003048,CUST00980,2026-04-14,PRD011,2,18881.71,COD,Delivered
ORD003049,CUST00979,2026-03-01,PRD011,2,18490.3,Credit Card,Delivered
ORD003050,CUST00407,2025-09-05,PRD011,2,18709.6,Credit Card,Delivered
ORD003051,CUST00147,2025-12-14,PRD003,2,81842.72,Debit Card,Returned
ORD003052,CUST01050,2025-06-29,PRD006,2,2467.58,UPI,Delivered
ORD003053,CUST00586,2025-10-13,PRD003,2,77583.73,UPI,Delivered
ORD003054,CUST00502,2025-08-10,PRD008,1,2772.77,Net Banking,Cancelled
ORD003055,CUST01157,2026-04-06,PRD012,1,1454.49,UPI,Returned
ORD003056,CUST00425,2025-09-26,PRD003,1,41276.62,Net Banking,Delivered
ORD003057,CUST00779,2026-05-30,PRD007,2,1992.19,Net Banking,Delivered
ORD003058,CUST00529,2026-07-17,PRD002,2,27603.28,COD,Delivered
ORD003059,CUST00846,2026-05-02,PRD006,2,2594.22,Credit Card,Delivered
ORD003060,CUST01073,2026-08-21,PRD003,1,42048.48,UPI,Delivered
ORD003061,CUST00795,2025-09-11,PRD006,1,1220.14,Credit Card,Cancelled
ORD003062,CUST00883,2025-05-20,PRD008,1,2809.7,Credit Card,Returned
ORD003063,CUST01000,2026-01-29,PRD003,1,40184.4,Credit Card,Delivered
ORD003064,CUST01002,2026-07-24,PRD006,3,3869.86,COD,Delivered
ORD003065,CUST00962,2026-04-03,PRD007,1,950.18,Net Banking,Delivered
ORD003066,CUST00873,2026-01-17,PRD003,1,42148.35,Debit Card,Delivered
ORD003067,CUST00753,2026-05-03,PRD002,1,14437.25,Debit Card,Delivered
ORD003068,CUST00012,2026-01-05,PRD007,2,1911.58,Debit Card,Delivered
ORD003069,CUST00785,2025-10-21,PRD009,1,22856.57,UPI,Returned
ORD003070,CUST00864,2026-03-31,PRD003,2,83512.33,Credit Card,Returned
ORD003071,CUST00014,2025-07-06,PRD004,3,9470.17,COD,Delivered
ORD003072,CUST01197,2025-05-08,PRD004,1,3243.32,Credit Card,Delivered
ORD003073,CUST00150,2026-02-06,PRD003,2,81157.05,Debit Card,Delivered
ORD003074,CUST00009,2026-07-07,PRD003,1,39957.71,COD,Cancelled
ORD003075,CUST00946,2025-10-25,PRD009,3,72741.35,UPI,Delivered
ORD003076,CUST00588,2025-08-10,PRD006,2,2458.65,Credit Card,Cancelled
ORD003077,CUST00766,2026-04-11,PRD002,2,28964.39,COD,Delivered
ORD003078,CUST00050,2026-01-02,PRD004,1,3334.44,UPI,Delivered
ORD003079,CUST00600,2025-10-21,PRD008,2,5966.11,Credit Card,Delivered
ORD003080,CUST00498,2026-07-31,PRD004,2,6914.61,UPI,Delivered
ORD003081,CUST01163,2025-05-15,PRD012,3,4076.09,COD,Delivered
ORD003082,CUST01000,2026-08-19,PRD007,3,2815.81,COD,Delivered
ORD003083,CUST00450,2026-06-03,PRD011,1,9782.84,Net Banking,Returned
ORD003084,CUST00874,2026-07-13,PRD004,1,3494.95,Credit Card,Delivered
ORD003085,CUST00056,2025-08-26,PRD001,3,6966.35,Debit Card,Delivered
ORD003086,CUST00260,2026-01-22,PRD007,1,985.98,Credit Card,Cancelled
ORD003087,CUST00420,2025-05-04,PRD004,2,6771.05,COD,Returned
ORD003088,CUST00047,2026-09-11,PRD009,1,24227.38,Net Banking,Delivered
ORD003089,CUST00831,2025-11-14,PRD008,3,8174.49,Credit Card,Cancelled
ORD003090,CUST00781,2025-04-12,PRD001,1,2312.37,Debit Card,Delivered
ORD003091,CUST00891,2026-01-10,PRD010,1,1996.08,COD,Delivered
ORD003092,CUST00574,2026-03-16,PRD010,3,5465.5,Credit Card,Returned
ORD003093,CUST00299,2025-08-15,PRD005,2,3550.21,Net Banking,Delivered
ORD003094,CUST00441,2025-12-13,PRD006,1,1294.99,UPI,Returned
ORD003095,CUST00159,2026-06-13,PRD002,1,13663.68,Debit Card,Delivered
ORD003096,CUST01087,2026-09-02,PRD012,3,4336.13,Net Banking,Returned
ORD003097,CUST00100,2025-07-31,PRD004,2,6702.04,UPI,Cancelled
ORD003098,CUST00586,2025-07-20,PRD005,3,5009.41,Debit Card,Delivered
ORD003099,CUST00496,2026-03-05,PRD002,1,14839.45,Debit Card,Delivered
ORD003100,CUST00156,2025-07-15,PRD011,1,9190.01,UPI,Returned
ORD003101,CUST00563,2025-03-27,PRD009,3,,Debit Card,Delivered
ORD003102,CUST00722,2025-07-30,PRD009,1,24060.2,UPI,Delivered
ORD003103,CUST00212,2025-04-01,PRD007,2,1874.41,COD,Delivered
ORD003104,CUST00226,2026-02-14,PRD008,2,5419.85,Net Banking,Delivered
ORD003105,CUST00077,2026-06-16,PRD003,2,83048.77,COD,Cancelled
ORD003106,CUST01080,2025-10-30,PRD012,2,2759.42,UPI,Delivered
ORD003107,CUST00893,2026-01-12,PRD002,1,14890.77,COD,Delivered
ORD003108,CUST01060,2026-01-21,PRD007,1,956.17,COD,Delivered
ORD003109,CUST00899,2025-10-29,PRD006,2,2473.64,Credit Card,Cancelled
ORD003110,CUST00328,2026-06-21,PRD007,1,903.26,Debit Card,Delivered
ORD003111,CUST00058,2026-01-28,PRD006,2,2387.46,Debit Card,Delivered
ORD003112,CUST01105,2026-02-22,PRD002,2,27979.58,Credit Card,Delivered
ORD003113,CUST01118,2026-07-13,PRD006,1,1200.2,Credit Card,Delivered
ORD003114,CUST01185,2026-08-31,PRD011,2,19016.46,Debit Card,Cancelled
ORD003115,CUST00327,2026-04-28,PRD007,2,1817.03,COD,Delivered
ORD003116,CUST00687,2026-04-06,PRD009,1,23324.69,Debit Card,Delivered
ORD003117,CUST00872,2026-09-02,PRD007,2,1971.83,UPI,Delivered
ORD003118,CUST00415,2026-05-28,PRD001,1,2334.31,Credit Card,Cancelled
ORD003119,CUST00947,2025-08-10,PRD003,2,81096.09,Net Banking,Cancelled
ORD003120,CUST00455,2025-10-06,PRD005,1,1685.84,UPI,Delivered
ORD003121,CUST00338,2026-07-20,PRD006,1,1217.24,Debit Card,Returned
ORD003122,CUST00874,2026-08-08,PRD002,1,14315.6,Credit Card,Delivered
ORD003123,CUST00016,2025-09-09,PRD009,2,45623.48,UPI,Delivered
ORD003124,CUST00936,2025-09-29,PRD004,2,6889.26,COD,Returned
ORD003125,CUST00974,2026-08-20,PRD008,2,5968.09,UPI,Delivered
ORD003126,CUST00248,2025-06-01,PRD009,1,22819.77,COD,Delivered
ORD003127,CUST01033,2026-06-28,PRD007,1,959.29,UPI,Delivered
ORD003128,CUST00907,2026-09-04,PRD002,1,14739.94,Debit Card,Delivered
ORD003129,CUST00289,2025-08-01,PRD004,1,3320.15,UPI,Delivered
ORD003130,CUST00715,2026-01-05,PRD012,3,4416.8,COD,Delivered
ORD003131,CUST00962,2025-05-29,PRD002,2,29349.15,COD,Returned
ORD003132,CUST00247,2026-09-01,PRD011,2,18947.58,COD,Delivered
ORD003133,CUST00748,2026-05-18,PRD012,2,,COD,Delivered
ORD003134,CUST00933,2025-12-20,PRD007,1,,COD,Delivered
ORD003135,CUST01074,2025-12-02,PRD004,1,3242.18,UPI,Delivered
ORD003136,CUST00751,2025-09-06,PRD003,1,42309.41,Credit Card,Delivered
ORD003137,CUST00778,2026-05-30,PRD011,3,29338.06,Net Banking,Delivered
ORD003138,CUST00411,2026-02-10,PRD012,1,1362.33,UPI,Delivered
ORD003139,CUST00530,2026-04-13,PRD004,2,6619.17,Debit Card,Cancelled
ORD003140,CUST00583,2026-04-12,PRD008,3,8142.35,UPI,Delivered
ORD003141,CUST00686,2026-03-04,PRD008,3,8171.63,Debit Card,Delivered
ORD003142,CUST00077,2026-01-14,PRD012,3,4078.44,Credit Card,Delivered
ORD003143,CUST00859,2026-09-03,PRD001,1,2282.72,Debit Card,Delivered
ORD003144,CUST01148,2025-11-27,PRD010,3,5554.21,COD,Delivered
ORD003145,CUST00689,2026-01-25,PRD010,2,3965.42,Credit Card,Returned
ORD003146,CUST00452,2025-04-18,PRD006,1,1261.81,Debit Card,Delivered
ORD003147,CUST01008,2026-02-18,PRD002,2,27849.21,COD,Delivered
ORD003148,CUST00967,2025-12-14,PRD010,1,1875.94,Net Banking,Returned
ORD003149,CUST00847,2025-11-11,PRD011,2,19355.62,Credit Card,Returned
ORD003150,CUST00320,2026-08-17,PRD001,1,2497.73,COD,Delivered
ORD003151,CUST00285,2025-06-21,PRD011,2,18290.68,Net Banking,Delivered
ORD003152,CUST00291,2026-01-17,PRD005,2,3333.14,Net Banking,Delivered
ORD003153,CUST00341,2026-01-16,PRD012,2,2785.17,UPI,Delivered
ORD003154,CUST00071,2025-04-21,PRD012,3,4110.82,Net Banking,Delivered
ORD003155,CUST00802,2025-09-24,PRD011,1,9665.57,COD,Delivered
ORD003156,CUST00036,2026-07-02,PRD006,1,1241.78,Debit Card,Delivered
ORD003157,CUST00574,2025-06-08,PRD004,1,3189.18,Credit Card,Delivered
ORD003158,CUST00117,2026-03-24,PRD011,3,29962.06,Debit Card,Cancelled
ORD003159,CUST00862,2025-04-25,PRD011,1,9711.8,Credit Card,Delivered
ORD003160,CUST00027,2026-04-13,PRD002,1,13555.67,UPI,Delivered
ORD003161,CUST01078,2026-01-22,PRD010,2,3819.31,Net Banking,Delivered
ORD003162,CUST00234,2026-08-14,PRD012,1,1395.53,Net Banking,Returned
ORD003163,CUST00092,2026-04-17,PRD003,2,85553.87,Debit Card,Delivered
ORD003164,CUST00571,2026-04-10,PRD002,1,14913.99,Credit Card,Delivered
ORD003165,CUST00104,2025-12-11,PRD010,3,5951.1,Credit Card,Delivered
ORD003166,CUST00909,2026-04-05,PRD007,2,1952.11,COD,Delivered
ORD003167,CUST00349,2026-08-12,PRD009,3,73413.59,UPI,Delivered
ORD003168,CUST00288,2026-09-04,PRD003,3,122804.02,Debit Card,Delivered
ORD003169,CUST01172,2025-07-15,PRD005,2,3591.31,COD,Returned
ORD003170,CUST00008,2025-11-20,PRD006,3,3894.47,UPI,Delivered
ORD003171,CUST00075,2026-01-05,PRD006,3,3589.95,Credit Card,Delivered
ORD003172,CUST00018,2026-03-20,PRD010,2,3679.28,COD,Delivered
ORD003173,CUST01032,2025-09-15,PRD005,1,1724.26,UPI,Delivered
ORD003174,CUST00632,2026-01-22,PRD003,3,119100.1,COD,Delivered
ORD003175,CUST00730,2026-07-07,PRD011,1,9102.94,COD,Cancelled
ORD003176,CUST00875,2026-08-13,PRD008,3,8555.33,COD,Returned
ORD003177,CUST00816,2025-06-06,PRD003,3,126552.4,Credit Card,Delivered
ORD003178,CUST00838,2026-01-06,PRD004,2,6932.26,Debit Card,Delivered
ORD003179,CUST00051,2026-03-23,PRD002,3,44452.98,Credit Card,Delivered
ORD003180,CUST00942,2025-09-06,PRD007,1,917.49,COD,Delivered
ORD003181,CUST00891,2025-03-24,PRD008,2,5707.02,Net Banking,Returned
ORD003182,CUST00399,2026-02-13,PRD008,3,8951.66,Debit Card,Delivered
ORD003183,CUST00347,2026-04-09,PRD003,2,82577.23,Net Banking,Delivered
ORD003184,CUST00002,2025-09-30,PRD008,1,2771.63,Debit Card,Delivered
ORD003185,CUST01159,2025-05-24,PRD009,1,23352.56,COD,Delivered
ORD003186,CUST00984,2026-08-30,PRD008,1,2991.36,COD,Delivered
ORD003187,CUST00779,2026-02-15,PRD005,1,1652.91,Net Banking,Delivered
ORD003188,CUST00757,2026-01-01,PRD012,2,2706.99,UPI,Delivered
ORD003189,CUST00596,2026-04-19,PRD002,2,29839.68,COD,Delivered
ORD003190,CUST00676,2026-04-20,PRD008,2,,Credit Card,Delivered
ORD003191,CUST01026,2025-08-02,PRD006,2,2362.31,Net Banking,Delivered
ORD003192,CUST00904,2026-02-08,PRD002,3,44893.49,Net Banking,Delivered
ORD003193,CUST00878,2026-05-04,PRD001,1,,UPI,Returned
ORD003194,CUST00009,2025-06-25,PRD012,2,2779.08,Credit Card,Delivered
ORD003195,CUST01071,2025-06-26,PRD008,2,5692.87,COD,Returned
ORD003196,CUST00102,2026-03-06,PRD011,1,9772.96,Net Banking,Delivered
ORD003197,CUST00402,2025-12-13,PRD001,1,2468.31,Debit Card,Delivered
ORD003198,CUST00028,2025-05-24,PRD002,3,44257.31,UPI,Delivered
ORD003199,CUST01011,2025-05-08,PRD005,1,1793.43,COD,Delivered
ORD003200,CUST00706,2026-08-13,PRD003,1,42358.24,COD,Delivered
ORD003201,CUST00432,2026-01-24,PRD002,3,42227.17,UPI,Delivered
ORD003202,CUST00028,2026-08-15,PRD008,3,8943.4,Debit Card,Delivered
ORD003203,CUST00354,2025-10-16,PRD007,3,2738.93,Net Banking,Cancelled
ORD003204,CUST00925,2025-10-27,PRD006,1,1272.06,Debit Card,Delivered
ORD003205,CUST00051,2026-04-01,PRD012,1,,UPI,Delivered
ORD003206,CUST00568,2025-06-03,PRD005,2,3583.98,Debit Card,Delivered
ORD003207,CUST00836,2025-09-22,PRD011,2,19438.78,Net Banking,Delivered
ORD003208,CUST01010,2025-05-11,PRD004,1,3237.68,Debit Card,Delivered
ORD003209,CUST00449,2025-09-28,PRD005,1,1669.6,COD,Cancelled
ORD003210,CUST01125,2026-04-06,PRD009,3,70151.71,Net Banking,Returned
ORD003211,CUST00407,2026-07-08,PRD011,3,28517.18,Debit Card,Returned
ORD003212,CUST01151,2025-12-15,PRD012,1,,Net Banking,Delivered
ORD003213,CUST00879,2025-06-28,PRD011,1,9831.14,Credit Card,Returned
ORD003214,CUST00890,2025-10-23,PRD007,1,923.11,UPI,Delivered
ORD003215,CUST00944,2025-07-21,PRD008,1,2700.47,Net Banking,Delivered
ORD003216,CUST00596,2026-09-04,PRD004,1,3376.69,Net Banking,Cancelled
ORD003217,CUST01149,2026-02-25,PRD004,3,9711.64,Credit Card,Returned
ORD003218,CUST00882,2025-09-20,PRD010,3,5718.48,Debit Card,Delivered
ORD003219,CUST00049,2026-04-30,PRD012,1,1358.03,UPI,Delivered
ORD003220,CUST00430,2025-12-28,PRD003,2,81384.04,UPI,Delivered
ORD003221,CUST00105,2025-04-01,PRD008,1,2974.34,Net Banking,Delivered
ORD003222,CUST00402,2026-02-11,PRD010,1,1888.42,COD,Delivered
ORD003223,CUST00291,2026-09-02,PRD010,1,1956.71,Debit Card,Delivered
ORD003224,CUST00010,2025-04-21,PRD004,2,6342.59,Credit Card,Delivered
ORD003225,CUST00687,2025-10-08,PRD009,1,22595.23,Credit Card,Delivered
ORD003226,CUST00010,2025-06-19,PRD005,1,1652.38,Net Banking,Delivered
ORD003227,CUST00193,2026-08-23,PRD005,1,1778.26,Credit Card,Delivered
ORD003228,CUST00951,2025-12-31,PRD010,1,1936.36,Credit Card,Cancelled
ORD003229,CUST00459,2025-03-23,PRD008,2,5853.11,Credit Card,Returned
ORD003230,CUST00162,2025-10-14,PRD012,3,,Credit Card,Delivered
ORD003231,CUST00723,2025-04-04,PRD010,1,1972.8,COD,Delivered
ORD003232,CUST00734,2026-07-22,PRD003,2,,COD,Returned
ORD003233,CUST00779,2026-01-19,PRD003,3,125022.61,Net Banking,Delivered
ORD003234,CUST00745,2026-06-28,PRD008,1,2865.25,Debit Card,Delivered
ORD003235,CUST00714,2026-08-19,PRD005,1,,COD,Delivered
ORD003236,CUST00084,2025-06-30,PRD010,3,5536.52,UPI,Delivered
ORD003237,CUST00161,2026-02-19,PRD008,3,8371.2,Debit Card,Delivered
ORD003238,CUST00641,2025-06-27,PRD011,1,9697.57,COD,Delivered
ORD003239,CUST00278,2025-07-16,PRD008,1,2731.39,COD,Delivered
ORD003240,CUST00410,2025-09-23,PRD004,2,6365.01,Credit Card,Delivered
ORD003241,CUST00178,2026-07-04,PRD011,1,9373.61,COD,Returned
ORD003242,CUST00342,2026-07-26,PRD007,1,916.46,COD,Returned
ORD003243,CUST00059,2026-02-07,PRD009,1,23776.96,COD,Delivered
ORD003244,CUST00804,2026-01-24,PRD003,1,42710.52,COD,Delivered
ORD003245,CUST01170,2026-07-15,PRD004,1,3300.08,UPI,Delivered
ORD003246,CUST00482,2026-04-06,PRD010,2,3627.69,COD,Delivered
ORD003247,CUST00122,2026-07-09,PRD005,1,1678.45,Net Banking,Delivered
ORD003248,CUST01026,2025-06-24,PRD009,1,22811.69,COD,Delivered
ORD003249,CUST00903,2025-06-09,PRD004,3,10442.04,Credit Card,Returned
ORD003250,CUST00575,2026-06-06,PRD004,2,6669.51,UPI,Delivered
ORD003251,CUST00632,2025-04-06,PRD009,1,22725.22,Debit Card,Returned
ORD003252,CUST00312,2025-04-10,PRD001,1,2453.0,COD,Delivered
ORD003253,CUST00610,2026-01-05,PRD006,1,1187.9,Credit Card,Returned
ORD003254,CUST00487,2026-08-20,PRD002,1,14206.12,Debit Card,Delivered
ORD003255,CUST00905,2026-08-10,PRD007,2,1920.0,UPI,Delivered
ORD003256,CUST00679,2026-05-30,PRD005,2,3340.83,Debit Card,Delivered
ORD003257,CUST00398,2025-09-05,PRD002,2,27607.53,Debit Card,Returned
ORD003258,CUST00510,2025-08-25,PRD007,2,,UPI,Delivered
ORD003259,CUST00079,2025-09-25,PRD011,3,28990.52,Net Banking,Returned
ORD003260,CUST00991,2025-06-26,PRD008,1,2731.25,UPI,Delivered
ORD003261,CUST00836,2025-12-25,PRD003,3,128335.55,COD,Delivered
ORD003262,CUST00260,2026-07-20,PRD007,1,989.98,Credit Card,Returned
ORD003263,CUST00332,2025-12-14,PRD009,1,22852.22,Net Banking,Returned
ORD003264,CUST00171,2026-02-09,PRD012,1,1422.43,Net Banking,Cancelled
ORD003265,CUST00319,2026-09-10,PRD003,1,39757.67,Net Banking,Delivered
ORD003266,CUST00155,2026-07-30,PRD006,2,2457.84,COD,Delivered
ORD003267,CUST00234,2026-08-09,PRD001,1,2377.51,COD,Delivered
ORD003268,CUST00999,2026-08-04,PRD001,2,4671.26,Net Banking,Delivered
ORD003269,CUST00166,2026-01-10,PRD006,1,1204.71,UPI,Delivered
ORD003270,CUST00022,2025-10-16,PRD003,1,41477.7,Net Banking,Delivered
ORD003271,CUST00500,2025-11-17,PRD009,2,45169.27,Credit Card,Delivered
ORD003272,CUST00635,2025-05-22,PRD011,1,9169.18,Debit Card,Returned
ORD003273,CUST01031,2026-01-14,PRD007,2,1807.64,UPI,Cancelled
ORD003274,CUST00558,2025-09-19,PRD001,2,4892.38,Debit Card,Cancelled
ORD003275,CUST00836,2025-10-04,PRD011,3,28041.15,UPI,Delivered
ORD003276,CUST01099,2025-07-28,PRD012,3,4402.03,Net Banking,Delivered
ORD003277,CUST01035,2026-06-05,PRD002,1,13864.46,Net Banking,Delivered
ORD003278,CUST00271,2025-06-30,PRD008,1,2960.42,Debit Card,Delivered
ORD003279,CUST00206,2025-10-25,PRD004,1,3170.13,Net Banking,Delivered
ORD003280,CUST00636,2025-09-30,PRD003,1,39709.67,Net Banking,Delivered
ORD003281,CUST00347,2026-07-28,PRD006,1,1269.25,Credit Card,Delivered
ORD003282,CUST00158,2026-07-31,PRD011,2,19445.38,COD,Delivered
ORD003283,CUST00456,2026-06-01,PRD007,1,955.58,UPI,Delivered
ORD003284,CUST00981,2026-07-25,PRD004,3,9460.56,Net Banking,Delivered
ORD003285,CUST00843,2026-04-07,PRD012,1,1413.32,Credit Card,Delivered
ORD003286,CUST00095,2026-06-17,PRD001,1,2269.29,UPI,Delivered
ORD003287,CUST00104,2025-05-13,PRD008,1,2829.17,Debit Card,Delivered
ORD003288,CUST01149,2025-12-26,PRD006,1,1256.3,Net Banking,Cancelled
ORD003289,CUST00657,2026-03-14,PRD002,1,13508.73,Debit Card,Delivered
ORD003290,CUST00166,2025-09-10,PRD002,2,28864.72,Debit Card,Cancelled
ORD003291,CUST00741,2025-12-30,PRD005,1,1704.12,Net Banking,Delivered
ORD003292,CUST00810,2026-01-25,PRD006,1,1184.02,Credit Card,Delivered
ORD003293,CUST00929,2026-01-02,PRD007,2,1885.95,UPI,Delivered
ORD003294,CUST01027,2025-10-19,PRD009,2,49230.32,Credit Card,Cancelled
ORD003295,CUST01198,2026-01-10,PRD006,2,2531.02,COD,Delivered
ORD003296,CUST00903,2025-07-07,PRD009,1,23429.7,COD,Delivered
ORD003297,CUST00425,2025-09-09,PRD008,1,2952.84,Net Banking,Delivered
ORD003298,CUST00979,2025-11-17,PRD012,1,1356.08,Credit Card,Returned
ORD003299,CUST00446,2025-07-05,PRD011,3,29281.35,Debit Card,Delivered
ORD003300,CUST00780,2026-08-12,PRD002,1,14085.53,COD,Delivered
ORD003301,CUST00361,2025-11-06,PRD008,2,5529.2,Debit Card,Delivered
ORD003302,CUST00227,2025-11-10,PRD002,2,27288.47,Debit Card,Delivered
ORD003303,CUST00357,2025-05-04,PRD011,3,27553.95,Net Banking,Delivered
ORD003304,CUST00465,2025-04-02,PRD002,2,28593.69,COD,Delivered
ORD003305,CUST00425,2025-05-16,PRD007,1,983.19,COD,Delivered
ORD003306,CUST00642,2026-01-18,PRD007,2,1875.62,Net Banking,Delivered
ORD003307,CUST00990,2026-02-13,PRD001,1,2388.73,Credit Card,Delivered
ORD003308,CUST00007,2025-09-02,PRD001,1,2370.66,Net Banking,Delivered
ORD003309,CUST00467,2026-09-07,PRD007,3,2949.93,Debit Card,Delivered
ORD003310,CUST01181,2026-05-11,PRD003,3,126152.16,Net Banking,Delivered
ORD003311,CUST00233,2026-05-11,PRD011,3,29802.15,COD,Delivered
ORD003312,CUST00676,2026-04-02,PRD010,1,1807.83,Debit Card,Delivered
ORD003313,CUST00103,2025-12-30,PRD007,3,2740.8,UPI,Delivered
ORD003314,CUST00168,2025-04-12,PRD009,2,47565.91,Debit Card,Delivered
